Schedule,ID,Hash,Length,Rank,BreakTime,LocationConsistency,OpponentVariety,Sum,Origin,Mutations,Clones
1,2876440888704,-3324458639348199636,318,0,0.8096,0.4809,0.3072,1.5977,(C | KPoint(k=1)),2,2
49,2876440891840,-7760651995167190625,318,0,0.8096,0.4797,0.3072,1.5964,(C | KPoint(k=2)),1,0
50,2876440890720,-253884383572573329,318,0,0.8096,0.4797,0.3072,1.5964,(C | LocationCrossover),0,0
51,2876440895424,554558286054854797,318,0,0.8096,0.4797,0.3072,1.5964,(C | TimeSlotCrossover),0,0
52,2876440890384,1901093721042107769,318,0,0.8096,0.4797,0.3072,1.5964,(C | TimeSlotCrossover),0,0
53,2876440893520,-3552898318250408346,318,0,0.8096,0.4797,0.3072,1.5964,(C | Uniform),0,0
54,2876440892400,-6386538018437667109,318,0,0.8096,0.4797,0.3072,1.5964,(C | KPoint(k=1)),1,0
55,2876440892288,-81068540609559928,318,0,0.8096,0.4797,0.3072,1.5964,(C | Scattered),0,0
56,2876440893856,-6275534512606762947,318,0,0.8096,0.4797,0.3072,1.5964,(C | KPoint(k=1)),0,0
57,2876440895312,-2392480979828828626,318,0,0.8096,0.4797,0.3072,1.5964,(C | KPoint(k=3)),0,0
58,2876440892064,-4111604511572403436,318,0,0.8096,0.4797,0.3072,1.5964,(C | LocationCrossover),1,1
59,2876440890272,-8487196267234524786,318,0,0.8096,0.4797,0.3072,1.5964,(C | KPoint(k=3)),0,0
60,2876440888816,7889336845819240850,318,0,0.8096,0.4797,0.3072,1.5964,(C | KPoint(k=1)),0,0
61,2876440890832,7050560170924157202,318,0,0.8096,0.4797,0.3072,1.5964,(C | KPoint(k=2)),0,0
62,2876440894976,7836678670841054835,318,0,0.8096,0.4797,0.3072,1.5964,(C | TimeSlotCrossover),0,0
63,2876440894864,2436194503569533584,318,0,0.8096,0.4797,0.3072,1.5964,(C | RoundTypeCrossover),0,0
64,2876440892736,-5051189346953633569,318,0,0.8096,0.4797,0.3072,1.5964,(C | KPoint(k=1)),2,1
