Schedule,ID,Hash,Length,Rank,BreakTime,LocationConsistency,OpponentVariety,Sum,Origin,Mutations,Clones
1,1492498925264,-2373899801959793994,318,0,0.2445,0.0000,0.0795,0.3240,(C | RoundTypeCrossover),0,0
29,1492498924816,765621191910317784,318,2,0.2444,0.0000,0.0795,0.3239,(C | Scattered),0,0
30,1492498928624,-396935654903283370,318,2,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
31,1492498930080,-6687453437188143033,318,2,0.2444,0.0000,0.0795,0.3239,(C | Scattered),0,0
32,1492498925824,1213156071190709109,318,2,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),0,0
33,1492498930752,-5977804023094545413,318,2,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
34,1492498928064,-3843467204547746218,318,2,0.2444,0.0000,0.0795,0.3239,(C | Scattered),2,1
35,1492492467360,509204183638713541,318,2,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
36,1492498926608,494122022432501948,318,2,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
37,1492498930304,7130203867577923141,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
38,1492492465904,2704824895185615737,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=2)),0,0
39,1492498929744,-741100027444908773,318,3,0.2444,0.0000,0.0795,0.3239,(C | Uniform),0,0
40,1492498924032,1338484168512757371,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
41,1492498935456,-9093341279095029282,318,3,0.2444,0.0000,0.0795,0.3239,(C | Scattered),0,0
42,1492498935344,-930985696849724633,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
43,1492498928400,6388789385522457333,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),1,0
44,1492498929296,-8250225107509073261,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=1)),2,2
45,1492498925152,1627912100402026670,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),1,1
46,1492498933328,8324659188534562351,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),1,0
47,1492498924256,6262758985246873376,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=1)),0,0
48,1492498925936,-1574502645656884423,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
49,1492498934336,-3736837008477168288,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=2)),0,0
50,1492492464000,1844395711972560469,318,3,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),0,0
51,1492498929408,-3583944414582932838,318,3,0.2444,0.0000,0.0795,0.3239,(C | Uniform),1,0
52,1492498929520,8443298601458424905,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
53,1492492467808,5550795262668381504,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
54,1492498927056,8778236474892009585,318,3,0.2444,0.0000,0.0795,0.3239,(C | Uniform),0,0
55,1492498930976,-8985205465852138952,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),1,0
56,1492498935568,7810581721258486014,318,3,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),0,0
57,1492492466800,-6405897024569652275,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
58,1492498927280,3382659128034670903,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),1,0
59,1492492465008,4412475045895659360,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=2)),2,1
60,1492498923696,7489092721411585480,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
61,1492492467136,-4753721905317304848,318,3,0.2444,0.0000,0.0795,0.3239,(C | Uniform),1,1
62,1492498932880,741723757603569002,318,3,0.2444,0.0000,0.0795,0.3239,(C | Uniform),1,1
63,1492498924704,3247142158935343274,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),2,2
64,1492498927616,-1749792907186889848,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=2)),0,0
65,1492498925040,4189483943187668861,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
66,1492498933104,-4555949826953313672,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),1,0
67,1492498928848,-6647217775758215416,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
68,1492492466576,7086703391193300684,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=1)),0,0
69,1492492464560,-1490192539057178358,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
70,1492492466912,6956784983569120130,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
71,1492498932992,-3732305747939814438,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),1,1
72,1492498934672,912262036673455088,318,3,0.2444,0.0000,0.0795,0.3239,(C | Scattered),0,0
73,1492492467696,-4621651918116379845,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),1,0
74,1492498929632,-8090883840820117094,318,3,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),0,0
75,1492498932656,-2393150751027827337,318,3,0.2444,0.0000,0.0795,0.3239,(C | Uniform),0,0
76,1492498935232,2344706239296931062,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
77,1492498935120,-6533422886721031553,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
78,1492498930640,-1988482755254897372,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),1,0
79,1492498924144,2884707873898072180,318,3,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),0,0
80,1492498923584,8043226141587514955,318,3,0.2444,0.0000,0.0795,0.3239,(C | Scattered),2,1
81,1492492465792,-4374091093011940596,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
82,1492498934784,-2553857844973608916,318,3,0.2444,0.0000,0.0795,0.3239,(C | Scattered),1,0
83,1492498929856,-3010680979150012776,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=1)),1,0
84,1492498932208,-6931463504592456246,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
85,1492498924480,3471730489657608839,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
86,1492498934224,8787753985347133073,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
87,1492492466016,-4313637123421710651,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),2,1
88,1492492464896,-5731288325181156673,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
89,1492498933440,1991874174476699424,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=1)),0,0
90,1492498927504,-1863067810813482656,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
91,1492498927728,-3469797418193232571,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
92,1492492465456,-7955370649230829562,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),1,0
93,1492498929184,-5606144842531356736,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=1)),1,0
94,1492492466352,-8611871785643834568,318,3,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),0,0
95,1492498934448,4500073092685112982,318,3,0.2444,0.0000,0.0795,0.3239,(C | Uniform),0,0
96,1492498932320,6890365245346473008,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),4,3
97,1492498926048,5718079943505005388,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
98,1492498932432,6460215555846557208,318,3,0.2444,0.0000,0.0795,0.3239,(C | Scattered),0,0
99,1492498934560,-1039021547793419131,318,3,0.2444,0.0000,0.0795,0.3239,(C | Uniform),0,0
100,1492498934000,-6121384029602867718,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=1)),0,0
101,1492498925600,4678626964175691386,318,3,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),0,0
102,1492498932544,-8715331586921440589,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
103,1492492464112,-7570855651541741473,318,3,0.2444,0.0000,0.0795,0.3239,(C | Scattered),0,0
104,1492492464224,2442423099128897329,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
105,1492498927840,7023286090483294282,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),1,1
106,1492498928176,2146233353514879267,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
107,1492492465680,6087211662597557559,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=2)),1,0
108,1492498935680,2717726558786961640,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
109,1492498926384,-4666678036268525008,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
110,1492498931200,8479789740186946177,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=2)),0,0
111,1492492465120,-4801656744800863100,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
112,1492492467584,-2305149733316696091,318,3,0.2444,0.0000,0.0795,0.3239,(C | Scattered),0,0
113,1492498930192,2080123966376517891,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),1,0
114,1492498933776,-458459469889261107,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=1)),1,0
115,1492498925488,7248436917486581087,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
116,1492498931312,3058879971041530753,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=2)),0,0
117,1492498934112,-5775712950445087768,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),1,1
118,1492492467024,3749918116648266247,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
119,1492498926720,6826990380602222197,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=1)),2,1
120,1492492464784,-8366629754382546969,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
121,1492492465568,1667588925583224169,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),1,0
122,1492498927168,5178549452663205098,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
123,1492498930416,-2632355167451764968,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
124,1492498926944,-4896012457761470415,318,3,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),1,1
125,1492498926272,4377442924684046688,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=2)),1,0
126,1492498934896,-5435086379803914416,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),1,0
127,1492498924928,5185645560590218122,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
128,1492498927392,-8200734465394466146,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
129,1492492467920,3324585545137431476,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
130,1492492463664,3088699511682262941,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),2,1
131,1492492467248,-5057938165179790450,318,3,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),2,2
132,1492498926160,-8589656230596921315,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=2)),0,0
133,1492498933664,-5935195695846937095,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
134,1492498927952,-5865784304292051932,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=2)),0,0
135,1492498929968,-5574311953875387011,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
136,1492492467472,2417491151506204694,318,3,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),1,1
137,1492498931424,-9005962841856557760,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
138,1492498931872,6446964706278147564,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
139,1492492466464,1168551537199226313,318,3,0.2444,0.0000,0.0795,0.3239,(C | Uniform),0,0
140,1492498931536,7598843440865520768,318,3,0.2444,0.0000,0.0795,0.3239,(C | LocationCrossover),0,0
141,1492492464672,-6346892327622195536,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
142,1492498931760,7483727807486113548,318,3,0.2444,0.0000,0.0795,0.3239,(C | RoundTypeCrossover),0,0
143,1492498925712,5092474725420923692,318,3,0.2444,0.0000,0.0795,0.3239,(C | TimeSlotCrossover),0,0
144,1492498923808,-5820675619395341671,318,3,0.2444,0.0000,0.0795,0.3239,(C | KPoint(k=3)),0,0
