Schedule,ID,Hash,Length,Rank,BreakTime,LocationConsistency,OpponentVariety,Sum,Origin,Mutations,Clones
1,2528920991584,5063476799345854146,318,0,0.2065,0.0399,0.0875,0.3340,(C | KPoint(k=1)),0,0
40,2528920990464,8179389230007125122,318,1,0.2083,0.0285,0.0875,0.3243,(C | LocationCrossover),0,0
41,2528920988896,-347531350965857535,318,1,0.2083,0.0285,0.0875,0.3243,(C | Uniform),0,0
42,2528920992032,-7979669980527587209,318,1,0.2073,0.0286,0.0875,0.3235,(C | KPoint(k=3)),0,0
43,2528920993040,-8756678053792902695,318,1,0.2073,0.0286,0.0875,0.3235,(C | TimeSlotCrossover),0,0
44,2528920991696,-349538718285768912,318,1,0.2073,0.0286,0.0875,0.3235,(C | Scattered),1,0
45,2528920990240,-2371442580167056504,318,1,0.2073,0.0286,0.0875,0.3235,(C | LocationCrossover),0,0
46,2528920990800,-6293212046517415698,318,2,0.2056,0.0400,0.0875,0.3331,(C | LocationCrossover),0,0
47,2528920992256,-666513406884007286,318,2,0.2056,0.0400,0.0875,0.3331,(C | KPoint(k=3)),0,0
48,2528927221232,7571671856102139515,318,2,0.2061,0.0383,0.0875,0.3319,(C | RoundTypeCrossover),0,0
49,2528920987776,6986479336983301971,318,2,0.2061,0.0383,0.0875,0.3319,(C | KPoint(k=2)),0,0
50,2528920988336,-6684532682605059964,318,2,0.2061,0.0383,0.0875,0.3319,(C | TimeSlotCrossover),0,0
51,2528920988560,-1690643334475981147,318,2,0.2074,0.0281,0.0875,0.3231,(C | KPoint(k=3)),1,0
52,2528920988448,-4704504508974728105,318,2,0.2065,0.0283,0.0875,0.3223,(C | KPoint(k=2)),0,0
53,2528920992592,5886711066718905425,318,2,0.2065,0.0283,0.0875,0.3223,(C | KPoint(k=2)),0,0
54,2528920989232,899612294586041778,318,2,0.2075,0.0272,0.0875,0.3223,(C | KPoint(k=2)),0,0
55,2528920992144,7583071610650842507,318,3,0.2010,0.0399,0.0875,0.3284,(C | KPoint(k=2)),1,0
56,2528927220448,-8084549435457105976,318,3,0.2010,0.0399,0.0875,0.3284,(C | RoundTypeCrossover),0,0
57,2528920991472,2162075653183912630,318,3,0.2071,0.0280,0.0875,0.3227,(C | RoundTypeCrossover),0,0
58,2528920989456,-5441643620667362658,318,3,0.2062,0.0283,0.0875,0.3220,(C | Uniform),1,1
59,2528920993152,4283709870043591088,318,3,0.2062,0.0283,0.0875,0.3220,(C | KPoint(k=2)),1,0
60,2528920991248,-785400935275338675,318,3,0.2062,0.0281,0.0875,0.3218,(C | KPoint(k=1)),0,0
61,2528920992928,-555754263756349325,318,4,0.2064,0.0275,0.0875,0.3214,(C | TimeSlotCrossover),1,0
62,2528920993376,-6222812904566657664,318,4,0.2064,0.0275,0.0875,0.3214,(C | TimeSlotCrossover),2,1
63,2528920992704,-4515784031771694736,318,4,0.2064,0.0275,0.0875,0.3214,(C | TimeSlotCrossover),0,0
64,2528920990016,-366805557675451774,318,4,0.2069,0.0256,0.0875,0.3200,(C | KPoint(k=2)),0,0
