Schedule,ID,Hash,Length,Rank,BreakTime,LocationConsistency,OpponentVariety,Sum,Origin,Mutations,Clones
1,1671183861680,-1270060049426218221,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=2)),0,0
38,1671183864816,-3843417157942785863,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=3)),0,0
39,1671183863920,-1974870321330273829,318,0,0.6428,0.4728,0.9761,2.0917,(C | LocationCrossover),0,0
40,1671183863584,5696306551950178053,318,0,0.6428,0.4728,0.9761,2.0917,(C | TimeSlotCrossover),0,0
41,1671183865376,-303733353158085963,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=3)),0,0
42,1671183864592,2353984539197032556,318,0,0.6428,0.4728,0.9761,2.0917,(C | TimeSlotCrossover),0,0
43,1671183864256,3141142093559388519,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=3)),0,0
44,1671183867616,2597303509888419506,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=3)),1,0
45,1671183865264,-8173447703672384856,318,0,0.6428,0.4728,0.9761,2.0917,(C | Scattered),0,0
46,1671183867952,5093545703013535596,318,0,0.6428,0.4728,0.9761,2.0917,(C | Uniform),1,1
47,1671183861456,-6319499956670840800,318,0,0.6428,0.4728,0.9761,2.0917,(C | TimeSlotCrossover),0,0
48,1671183862800,2368671056666444067,318,0,0.6428,0.4728,0.9761,2.0917,(C | Uniform),0,0
49,1671183866608,-4441783189008497031,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=3)),1,1
50,1671183866160,8633576618445674774,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=1)),0,0
51,1671183862912,-9121448750761311872,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=3)),0,0
52,1671183865600,-9166604270690329479,318,0,0.6428,0.4728,0.9761,2.0917,(C | Uniform),0,0
53,1671183862240,5791173412746289209,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=1)),0,0
54,1671183862464,8535960123434745514,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=3)),0,0
55,1671183867504,6697495898297363839,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=2)),0,0
56,1671183861344,-9064616901891335508,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=2)),1,1
57,1671183861904,-3582764739884560896,318,0,0.6428,0.4728,0.9761,2.0917,(C | RoundTypeCrossover),1,0
58,1671183863808,4244814209804564397,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=1)),1,1
59,1671183866496,220707697917735317,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=3)),0,0
60,1671183865936,-2011148736753576012,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=2)),0,0
61,1671183863696,-5442052848783064636,318,0,0.6428,0.4728,0.9761,2.0917,(C | TimeSlotCrossover),0,0
62,1671183866720,3090564661070430125,318,0,0.6428,0.4728,0.9761,2.0917,(C | LocationCrossover),0,0
63,1671183866272,-1602134618197226232,318,0,0.6428,0.4728,0.9761,2.0917,(C | LocationCrossover),1,0
64,1671183867392,5342252300191206131,318,0,0.6428,0.4728,0.9761,2.0917,(C | KPoint(k=1)),0,0
