Schedule,ID,Hash,Length,Rank,BreakTime,LocationConsistency,OpponentVariety,Sum,Origin,Mutations,Clones
1,2132118881552,6663845683458180236,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
479,2132126148176,-636235574095241960,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
480,2132037136480,-7000724226975910540,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
481,2132118890176,-4188392282530286268,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
482,2132126151200,-2762794298162796433,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
483,2132118891296,2240910104302245810,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
484,2132111941008,5281010842285318887,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,1
485,2132111945488,-6995821883350584492,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
486,2132126146272,-1825176024711455756,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
487,2132118881104,-294889332505658400,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,1
488,2132111940000,-2971350243679577785,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
489,2132126150640,2378599044965863404,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
490,2132126143136,7173678637151640800,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,0
491,2132118885360,-2947640157917714934,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
492,2132037132560,-8525165862689107460,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
493,2132111934624,-2086288145935685013,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
494,2132111935072,-8425567614250525704,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
495,2132037137376,8093759840240620598,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
496,2132037135584,5475553274709689645,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,0
497,2132111949072,6515120539688552426,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
498,2132118894880,7551125358994118290,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
499,2132118886480,-3748000202444404579,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
500,2132118886928,6753452870923741973,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
501,2132111942800,-2702850856437061421,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
502,2132037129312,-5547265614118429197,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,1
503,2132126145824,-6522592585374169533,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
504,2132118896112,3637413645510757770,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
505,2132126140336,9071843341076278478,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
506,2132118880432,-8353475106576533546,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
507,2132126141344,7878419972123682790,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
508,2132111933504,-3689495265277808667,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
509,2132126144256,7907518940438122066,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
510,2132037133568,-2311551454913902231,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
511,2132126151088,-3689410081019291341,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
512,2132126148064,-7080487729714910652,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
513,2132111941344,-8761411960486243074,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),2,2
514,2132126150304,-7722089871522033827,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
515,2132037126848,730731648534640892,318,1,0.2592,0.0000,0.8754,1.1346,(C | Scattered),0,0
