Schedule,ID,Hash,Length,Rank,BreakTime,LocationConsistency,OpponentVariety,Sum,Origin,Mutations,Clones
1,2132118881552,6663845683458180236,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
25,2132111944144,8076262482178484838,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
26,2132111944368,2208703407823531388,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
27,2132118893536,5206454989269483579,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
28,2132111946720,-5674193979778946394,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
29,2132037127184,-6681348475365563764,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
30,2132118892192,555741464514590864,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
31,2132111936640,-8917922782451508774,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
32,2132037129200,5021147144461351242,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
33,2132037136032,-6270016733949635019,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
34,2132126144144,4169143472386602166,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
35,2132118889280,-3603780410633117142,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
36,2132118886032,-4106463379783427539,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
37,2132118893648,1974616221535586343,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),2,2
38,2132037131552,1948029291133307753,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
39,2132118888048,115863180876902970,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
40,2132126139328,-3126211273144732894,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
41,2132126138992,3432902564934655648,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
42,2132111935296,-3976729896694262870,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
43,2132118883344,1077000237286523931,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
44,2132126150192,179429705637282269,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
45,2132118892304,-4467215812160812792,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
46,2132126145376,2854019758236252890,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
47,2132111949408,-1825541914755035333,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
48,2132118888272,4989681447775227472,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,0
49,2132111934400,7064587478208116602,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
50,2132037135472,-6027321598346641228,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
51,2132126148512,-2985203268571343836,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
52,2132037137712,-8092657650401162273,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
53,2132111936752,-3250806447783446237,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
54,2132118888832,-1697239171841533061,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
55,2132126148736,2730114529039219346,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
56,2132037128976,8666506091902723832,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
57,2132037130320,-9154676252833250931,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
58,2132111946832,3543999725938359358,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
59,2132118896336,7465943720142891087,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
60,2132037134016,-1396100649489858787,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
61,2132126148624,-2602182272856643292,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
62,2132037138272,7898010452332146825,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
63,2132111948624,940911637745000873,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
64,2132126138544,6964156950966725098,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
65,2132126146944,-9141056715054990691,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
66,2132126145936,7482987198106890775,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
67,2132111947056,-1881527566852444407,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,1
68,2132118890736,3592295508245538365,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
69,2132037140064,-1103227196201685605,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
70,2132126149296,-8165213058295021906,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
71,2132126150416,-7220526351122720600,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
72,2132111945376,-587029109094260154,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
73,2132037132336,-2217766381627866642,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
74,2132111949296,4331397463245280333,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
75,2132118888944,6765461672887619167,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
76,2132037130880,5599544355470336568,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
77,2132111948736,2622597400703538646,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
78,2132126149632,7428860457307546853,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
79,2132111942352,-5299817943020030278,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
80,2132037129760,4172087206556094107,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
81,2132111947392,-7637873596509568212,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
82,2132037129536,-6852070793244840726,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
83,2132037138720,-1807257637466654030,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
84,2132111942128,-8343172431294111308,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
85,2132111942912,4597747835243772972,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
86,2132111939216,-4746587308253051937,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
87,2132126142688,-2718837302914468445,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
88,2132118895888,-2470165901176503506,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
89,2132126139552,-6286949665453284623,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
90,2132111943360,5384037686595011146,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
91,2132037132672,7961477329340851782,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
92,2132111948400,8362286418655538057,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
93,2132126148848,7875350311948592558,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,1
94,2132111941232,2802662746605216716,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
95,2132037139168,-3579107924262557639,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
96,2132111940784,-959699789074304238,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
97,2132111940560,5528455319952992141,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
98,2132118884688,-3804138627005622421,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
99,2132118892528,-6405526168879076613,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
100,2132118895104,5934965549337447236,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),3,2
101,2132111935632,-394556158234652338,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,0
102,2132111942688,-2722450289888762263,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
103,2132118882896,-3770199596766086749,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
104,2132126149520,4608552041409662654,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
105,2132037139728,3892519264190024804,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
106,2132126144928,-4405724683644057454,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
107,2132126149744,1101266732523499966,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
108,2132118885584,7290414004465721529,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
109,2132037129872,4729800205028414788,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
110,2132126138432,5252641029755960682,318,0,0.3106,0.0000,0.8754,1.1860,(C | Uniform),0,0
111,2132111949632,-446047013602147738,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),2,1
112,2132111947280,1484359947531765344,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
113,2132111936976,1878396905001905920,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
114,2132126138768,-3346414144324350276,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),3,2
115,2132037129088,134628116704522464,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
116,2132037131776,2165392135509231247,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
117,2132037133680,-1328101181963334692,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
118,2132037128864,7765097264459851462,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
119,2132111942464,4045270991780368002,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
120,2132111937200,1558395319949294988,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
121,2132118893424,5028409278947103550,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
122,2132126142912,8106527916768070638,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
123,2132126144816,2378118620962188615,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
124,2132126149408,-8607479931671071815,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
125,2132037132112,-5250464305182256497,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
126,2132118883568,-2281562722042312167,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
127,2132118895664,-2414376775360574016,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
128,2132118884576,7098395839670841742,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
129,2132118880992,2340836576518338244,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
130,2132037138944,6723066444333075699,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
131,2132037138384,-7987858604747857837,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
132,2132126145600,3991883724614714732,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
133,2132118884800,219126404045482441,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
134,2132126142464,7375763554471411248,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
135,2132037127856,4849292351706547257,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
136,2132037138832,-6008861871672235288,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
137,2132118884128,-1393550665183379032,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
138,2132037133120,5164374023782160386,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
139,2132111947952,6466342932158283239,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
140,2132126140896,-707842210034278583,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
141,2132111943024,2602542097939598187,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),2,1
142,2132126139440,7120512621240644311,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
143,2132118894096,-1880105212216097623,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
144,2132111938432,6953299684079850076,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
145,2132037134352,-8293038501425029080,318,0,0.3106,0.0000,0.8754,1.1860,(C | Uniform),0,0
146,2132126147056,-7400173902411287187,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
147,2132037136704,3962322063824167626,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
148,2132126146048,5779598260326601055,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
149,2132037129648,7599391445790158875,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
150,2132111935744,-6860012133828530862,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
151,2132126141456,-8522368510691400929,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
152,2132118889840,6013316014506663100,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
153,2132118886144,1570551775798028257,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
154,2132111944480,1424077370693743128,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
155,2132126143696,7865609684819346401,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
156,2132126144592,8244745199957149903,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
157,2132118889056,-8964182066778401065,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
158,2132118887600,-1382801663663299089,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
159,2132111937760,6325701528092684091,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
160,2132111949520,7956707570549087895,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
161,2132037128304,2327228823925071541,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
162,2132118894992,-8034474791133910534,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
163,2132037127744,-7463518596382442739,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
164,2132037130544,1341190965893476409,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
165,2132126145152,9127441686481925837,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
166,2132037135696,-8934685377851506488,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
167,2132126147504,-7459808697316370953,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
168,2132126140224,-912054035406034095,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
169,2132037133008,-107859318632957719,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
170,2132111946944,1198754840674512662,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
171,2132037136592,-6277384948439539235,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
172,2132118882560,9135610193600648230,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
173,2132111947168,8098559966546021235,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
174,2132037134128,1318755051846018029,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,1
175,2132126141232,-2970182146503498136,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
176,2132111935968,6011123857983781893,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
177,2132118883008,5854979040796262464,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
178,2132126144704,5279590059925346919,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,1
179,2132118880544,8815393733910909252,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
180,2132037137152,-981640435981825228,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
181,2132111943472,-347375043050733068,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
182,2132111940336,-4106810269009049991,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,1
183,2132111939440,5004983748748853145,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
184,2132118896224,-4241220017291168390,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
185,2132111939664,-4050488448908162453,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
186,2132111939888,2114416290223482663,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
187,2132111933616,-1208587400431281101,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,0
188,2132126148400,-1136073989031734750,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
189,2132118889616,-7137414778405546672,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
190,2132111944704,1684608840350012187,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
191,2132111936192,5745389523529473854,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
192,2132037138048,-6936868156973978561,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),2,2
193,2132118880768,-3850424486425053154,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
194,2132111941680,370513368983098078,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,1
195,2132118885696,3466714329691362588,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
196,2132037128080,8291784975654408132,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),1,1
197,2132111936080,1605355337748790836,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
198,2132118880880,6992908558933489514,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
199,2132111937536,5134808715159242852,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
200,2132118883680,9185132935417661578,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
201,2132111940896,7410567989069725778,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,0
202,2132037137488,-137230615397603390,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
203,2132118886256,-210256340997012719,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
204,2132126145040,-913019282211667611,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
205,2132126147168,-3937133474092874700,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
206,2132111933840,-7047653550480985614,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,0
207,2132118891408,3795250314511959395,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
208,2132037131328,2238753495894372252,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
209,2132111944816,5594034225788914695,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
210,2132037132896,-3546296438552062183,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
211,2132037133792,8139404755836689706,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),1,1
212,2132111943696,5688740263788412447,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
213,2132118895440,369621196472403644,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
214,2132111946384,1668837811341647125,318,0,0.3106,0.0000,0.8754,1.1860,(C | LocationCrossover),0,0
215,2132118883456,-7285028191519179310,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
216,2132037130656,-6955381651441554787,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
217,2132111938320,-5248004614706318568,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
218,2132111935408,8203601898497840807,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),1,1
219,2132037132224,-7620231686582998475,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
220,2132118882224,-1245755579175005639,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
221,2132111948176,-1353488065232703733,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
222,2132037140288,4155338508968191406,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
223,2132111946160,4217584905768855953,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),1,0
224,2132111948848,-2501967916836741870,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
225,2132111933728,-4386601684285560367,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),2,2
226,2132118886816,4831970452576282916,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
227,2132126145488,1880712421476728703,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
228,2132111937984,-8670933636089057118,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
229,2132037128640,-8140296756165825506,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
230,2132118887376,-1784664370248003008,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
231,2132118895776,-7884471342746972508,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
232,2132111946608,2114489899043880827,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
233,2132126140672,3739088774231914407,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=2)),0,0
234,2132118892976,-5921393040713206492,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),0,0
235,2132037134464,5194264764929010850,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=1)),0,0
236,2132118888384,2506282089072922525,318,0,0.3106,0.0000,0.8754,1.1860,(C | TimeSlotCrossover),0,0
237,2132118894544,8443869061834225222,318,0,0.3106,0.0000,0.8754,1.1860,(C | RoundTypeCrossover),0,0
238,2132118895552,2746850999924976317,318,0,0.3106,0.0000,0.8754,1.1860,(C | LocationCrossover),1,1
239,2132111941456,6394045243722811631,318,0,0.3106,0.0000,0.8754,1.1860,(C | KPoint(k=3)),1,0
